"plotID","siteID","plant_SR_400","plant_H_400","tree_SR_400","tree_H_400","CHM_nni_3_2512m2","pc_skew_DBH_2512m2","z_ent1_ent2_2512m2","z_1m_mode_mean_2512m2","pc_ent1_01_2512m2","z_cc_1_3_2512m2","MAT","AET","MTCM","alpha","TSeas","PSeas","latitude","longitude"
"BART_079","BART",22,1.515,NA,NA,-1.9966369707491,-0.23,1.75799848921832,15.496,0.92589319470939,0.997167083295687,53,733,134,12.3126350903592,9301.39022735587,10.2928990427162,44.0449,-71.320829
"BART_080","BART",16,1.031,NA,NA,-2.00356656558331,-0.316,1.72800032944757,16.696,0.913518418304997,0.997167083295687,53,733,134,12.3126350903592,9301.39022735587,10.2928990427162,44.047374,-71.319728
"BART_081","BART",12,0.464,NA,NA,-2.00270507309595,-0.891,1.67506093274473,16.836,0.899868468767292,0.995284233702655,65,748,124,16.8002089386682,9406.48617103316,10.2928990427162,44.060682,-71.262947
"BLAN_001","BLAN",54,1.993,8,1.039,-1.97081467109811,0.11,1.79795349596297,13.297,0.964012887774168,0.972456037166237,132,823,29,28.9990078490779,8353.50306623624,13.1972677783021,39.087919,-77.958389
"BLAN_005","BLAN",64,1.868,6,0.864,-1.87891594821346,0.435,1.83181748075934,8.877,0.951258679605153,0.91977774842699,131,824,30,27.9999955760246,8350.61217596522,13.1972677783021,39.086224,-77.972736
"BLAN_007","BLAN",48,0.984,5,0.537,-1.96074523752965,-1.382,1.42333834958131,26.07,0.924011288183341,0.992454117528938,131,824,30,27.9999955760246,8350.61217596522,13.1972677783021,39.085485,-77.969265
"BLAN_009","BLAN",54,1.5,6,1.283,-1.98873936058381,-0.807,1.72100140310438,19.807,0.94863508669357,0.994341636607249,132,823,29,28.9990078490779,8353.50306623624,13.1972677783021,39.085574,-77.958408
"BLAN_011","BLAN",52,1.688,6,0.679,-1.99576474937312,-1.31,1.67905026388924,24.662,0.92589319470939,0.993398263224452,131,824,30,27.9999955760246,8350.61217596522,13.1972677783021,39.087243,-77.974013
"BLAN_012","BLAN",52,1.775,5,1.01,-1.96350575118724,0.328,1.75899823409603,14.128,0.960671832417817,0.965721633278505,132,825,29,28.9990078490779,8352.53953744705,13.1972677783021,39.082719,-77.95959
"BLAN_013","BLAN",59,1.566,8,1.143,-1.95797422401609,-0.82,1.33185775739392,21.018,0.945100260485701,0.982971081049618,131,824,29,28.9990078490779,8353.50306623624,13.1972677783021,39.080851,-77.96809
"BLAN_015","BLAN",72,2.306,6,1.409,-1.99837741414213,0.012,1.55543484280608,17.827,0.915443101362593,0.995284233702655,132,825,29,28.9990078490779,8353.50306623624,13.1972677783021,39.087544,-77.954623
"BLAN_017","BLAN",66,1.767,7,1.193,-1.99924563088754,-1.218,1.72300099099572,25.821,0.927766549560711,0.997167083295687,131,824,30,27.9999955760246,8350.61217596522,13.1972677783021,39.086353,-77.970992
"BLAN_018","BLAN",64,1.993,5,0.703,-1.97353545400931,0.22,1.79695582835704,13.86,0.959829691805556,0.974374133413805,132,825,29,28.9990078490779,8352.53953744705,13.1972677783021,39.081529,-77.962499
"BLAN_032","BLAN",68,1.872,3,0.313,-1.30202791647355,0.853,1.65812302495342,2.037,0.853080454949766,0.589587982568198,129,818,31,28.9990078490779,8320.68695204412,14.1706564616979,39.058572,-78.073305
"BONA_001","BONA",14,1.271,3,0.752,-1.91332891263892,-0.471,1.68004780659213,13.1,0.876999883101981,0.902920384989206,-33,280,252,44.863363974118,11736.0858378127,68.1031705533497,65.174447,-147.478155
"BONA_002","BONA",12,1.591,5,1.22,-1.89375412512339,-0.364,1.9575929532029,8.148,0.934252962387936,0.973415425987212,-36,274,253.25,44.863363974118,11715.5834865574,61.529389364623,65.161569,-147.531904
"BONA_004","BONA",23,2.141,NA,NA,-1.57560492017073,0.508,2.0500197381944,4.58,0.770529632269056,0.638785205153642,-44,270,260.25,44.2218763326681,11681.210770628,66.2427429346457,65.190455,-147.539885
"BONA_005","BONA",18,1.693,5,1.062,-1.63233572992703,-0.486,1.98266052702981,5.747,0.870000770019228,0.901925994154573,-35,273,251.5,44.863363974118,11713.2184615652,70.8653902944529,65.160855,-147.588585
"BONA_007","BONA",14,1.166,3,0.656,-1.99924563088754,-0.839,1.66509395419048,11.287,0.857043612182893,0.990563525261335,-39,276,257,44.863363974118,11718.9576824826,60.5766571029709,65.191843,-147.445217
"BONA_008","BONA",20,1.368,4,1.269,-1.94490875214867,-0.304,1.82485567094395,10.867,0.919270597665543,0.959924146431099,-29,277,248,44.863363974118,11742.7663942005,66.2427429346457,65.156637,-147.569318
"BONA_009","BONA",21,1.621,3,0.363,-1.31016133895379,1.97,1.88626750095999,2.255,0.710756551431221,0.547746265114768,-39,275,256,44.863363974118,11703.3933007295,59.6207654727563,65.169192,-147.520277
"BONA_011","BONA",19,1.67,1,0,-1.41566600397445,1.144,1.86751389877442,4.104,0.675418811270973,0.458061215452803,-41,267,258,43.5599891781027,11705.4296975785,63.4250339326552,65.195526,-147.535493
"BONA_012","BONA",20,1.923,2,0.653,-1.94866373064372,-0.609,1.77798664893386,10.376,0.887980434403006,0.957017058209602,-30,280,249,44.863363974118,11740.0966167113,60.5766571029709,65.153226,-147.539152
"BONA_013","BONA",18,1.438,NA,NA,-1.64723939701885,0.051,1.46195011207226,8.809,0.875999976072354,0.728665553333009,-46,270,261,44.2218763326681,11667.7933649551,63.4250339326552,65.17688,-147.559452
"BONA_014","BONA",20,1.885,6,1.479,-1.74784935718412,-0.179,1.7499997159841,10.042,0.815677077357116,0.755355623621713,-33,280,252,44.2218763326681,11741.765609115,63.4250339326552,65.17585,-147.463406
"BONA_015","BONA",15,1.085,NA,NA,-1.77955706225781,-0.137,1.98362066696151,7.153,0.928699953131959,0.923729276129547,-35,272,254,44.2218763326681,11725.6905560011,69.948523569581,65.176793,-147.501859
"BONA_017","BONA",23,1.67,NA,NA,-1.97984040386071,-1.219,1.836786451197,15.89,0.891957345110106,0.978202056698087,-29,276,248,44.863363974118,11744.1000629794,64.3677823409857,65.154951,-147.576912
"BONA_019","BONA",18,1.853,NA,NA,-1.42814270352313,1.112,1.70800703133712,3.774,0.694784814032935,0.46543591021583,-49,267,265,44.2218763326681,11662.9569156144,61.529389364623,65.1984,-147.481092
"BONA_020","BONA",20,1.832,NA,NA,-1.42002728781701,0.667,1.87344320840999,4.495,0.69992473238158,0.455629685958435,-44,270,260,43.5599891781027,11683.6104137707,59.6207654727563,65.188754,-147.552582
"BONA_024","BONA",26,1.725,NA,NA,-1.33984145592131,0.762,1.88429661784294,2.357,0.82499613234995,0.64562378161977,-42,272,259,44.2218763326681,11686.0074490584,59.6207654727563,65.167011,-147.529831
"BONA_026","BONA",20,1.846,3,0.738,-1.75353952032214,0.075,1.86058855600346,8.097,0.871000366799949,0.779620981231233,-49,267,265,44.2218763326681,11662.9569156144,61.529389364623,65.192484,-147.477756
"BONA_027","BONA",19,1.426,NA,NA,-1.80413295443681,0.405,1.96532691870429,6.03,0.894931476481438,0.873997837897893,-32,274,250,44.2218763326681,11731.06201737,69.0277634570058,65.162994,-147.595649
"BONA_028","BONA",25,1.526,NA,NA,-1.51414193024858,0.343,1.75099962893276,7.741,0.715887072409062,0.529026556226754,-29,280,249,44.2218763326681,11762.3560151715,66.2427429346457,65.176958,-147.45573
"BONA_071","BONA",19,2.012,NA,NA,-1.51193190746539,0.934,1.65513711880196,4.798,0.689816833136783,0.531152594067141,-25,279,245,44.863363974118,11767.3085509674,59.6207654727563,65.154979,-147.507196
"CLBJ_002","CLBJ",91,2.422,9,1.826,-1.7497420439748,0.225,1.80692871854308,6.363,0.843249665794145,0.764048221784075,183,736,-15,45.4851622342144,7981.23613596509,33.9999999780975,33.40398,-97.571138
"CLBJ_003","CLBJ",85,2.492,4,1.036,-1.71182905320661,0.067,1.83479925123941,6.253,0.819377970224124,0.739083420607974,183,736,-15,45.4851622342144,7981.23613596509,33.9999999780975,33.403989,-97.572744
"CLBJ_033","CLBJ",71,2.225,6,1.149,-1.5231414136491,0.408,1.63823753834135,4.574,0.827833739776857,0.622804699423128,181,735,-13,45.4851622342144,7967.33658162249,31.000539553403,33.379549,-97.620436
"CLBJ_038","CLBJ",95,2.913,4,1.114,-1.75639797542395,-0.234,1.79296437974084,6.638,0.814757644359865,0.785496491710491,182,733,-14,45.4851622342144,7981.23613596509,32.0001518085323,33.412465,-97.596408
"CLBJ_040","CLBJ",34,1.803,5,1.273,-1.84899979837324,0.248,1.89709310879778,5.658,0.918316540638674,0.877995010510634,180,733,-12,45.4851622342144,7964.35689839455,31.000539553403,33.377571,-97.647237
"CLBJ_042","CLBJ",48,2.184,5,1.478,-1.92780848867406,-0.173,1.8218702615601,7.464,0.879998700723923,0.923729276129547,181,741,-13,44.863363974118,7962.37021109928,32.0001518085323,33.371534,-97.597793
"CLBJ_043","CLBJ",75,2.827,6,1.679,-1.71725391096811,0.287,1.90396907175031,5.591,0.844226957466479,0.774739057842738,182,733,-14,45.4851622342144,7981.23613596509,32.0001518085323,33.410406,-97.593713
"CLBJ_045","CLBJ",63,2.349,2,0.5,-1.52716067488008,0.064,1.84968987099206,7.026,0.732322763797678,0.563358407597469,183,736,-15,45.4851622342144,7981.23613596509,33.9999999780975,33.403397,-97.568252
"CLBJ_046","CLBJ",58,1.814,6,1.173,-1.92492819344045,0.222,1.79496025697711,7.495,0.866005080427758,0.918788896374652,183,736,-15,45.4851622342144,7981.23613596509,33.000016146815,33.403571,-97.58341
"CLBJ_049","CLBJ",81,2.751,3,0.983,-1.51748660439583,0.473,1.8338054558419,6.249,0.748369794976014,0.55438273533002,181,732,-13,45.4851622342144,7983.22101337099,30.0013116931472,33.413367,-97.635828
"CLBJ_051","CLBJ",49,1.112,5,1.359,-1.75163878525228,0.379,2.06123033181506,6.083,0.922121053157158,0.802235261634235,181,741,-13,44.863363974118,7962.37021109928,32.0001518085323,33.369609,-97.594595
"CLBJ_052","CLBJ",63,2.109,6,1.203,-1.70734280178426,-0.142,1.7220011851368,5.875,0.803026940328077,0.732443277334829,181,736,-13,45.4851622342144,7973.29468092627,31.000539553403,33.399631,-97.619581
"CLBJ_053","CLBJ",76,2.563,NA,NA,-1.84699996311519,-0.036,1.73999999991124,7.71,0.840326563103418,0.836018748086689,181,732,-13,45.4851622342144,7981.23613596509,31.000539553403,33.412711,-97.626812
"CLBJ_054","CLBJ",77,2.652,NA,NA,-1.75926506250909,-0.254,1.70900637836916,6.679,0.744908007878166,0.7592126791343,182,734,-14,45.4851622342144,7985.20569376417,32.0001518085323,33.408388,-97.603648
"CLBJ_056","CLBJ",31,0.916,NA,NA,-1.94866373064372,-0.994,1.8218702615601,8.79,0.906729411323008,0.948264083913637,183,729,-14,46.0879940435633,7989.1744585783,31.000539553403,33.39147,-97.663273
"CLBJ_057","CLBJ",34,1.374,NA,NA,-1.95889905234299,-0.04,1.97304255094372,7.227,0.945100260485701,0.969573829278048,180,736,-12.5,45.4851622342144,7962.37021109928,31.000539553403,33.372827,-97.64129
"CLBJ_058","CLBJ",26,1.739,NA,NA,-1.97172282924482,-1.141,1.79196632981775,9.922,0.911586811995017,0.978202056698087,182,743,-14,44.863363974118,7961.37679837521,33.000016146815,33.374568,-97.578391
"DEJU_012","DEJU",32,1.797,NA,NA,-1.47859393606956,1.149,1.7010128852536,3.079,0.683601504617426,0.463580889200989,-15,271,210,45.4851622342144,11067.7622940285,63.4250339326552,63.92112,-145.787666
"DEJU_014","DEJU",43,1.718,2,0.131,-1.45358947782438,1.341,1.96725756580974,4.255,0.710756551431221,0.504188189765929,-18,270,212,46.0879940435633,11008.3958809578,46.9507302497292,63.830553,-145.745544
"DEJU_020","DEJU",36,1.416,3,0.219,-1.52543192375302,0.961,1.86256806109689,3.881,0.706332217820169,0.582529206667293,-18,273,212,45.4851622342144,11019.3812263218,46.9507302497292,63.845012,-145.733569
"DEJU_021","DEJU",28,1.536,2,0.0669999999999999,-1.37867365175809,1.733,1.92648444661273,2.839,0.69327676306697,0.488953436528111,-19,272,213,45.4851622342144,11022.575979049,48.9247735427889,63.860681,-145.742041
"DEJU_025","DEJU",27,1.112,NA,NA,-1.35490688359716,1.448,1.92257759957929,3.164,0.655324150604843,0.421810534892365,-15,272,210,45.4851622342144,11058.792192674,56.7350374032549,63.894482,-145.756391
"DEJU_027","DEJU",15,1.659,NA,NA,-1.43439269636177,1.387,1.74699989383007,3.389,0.687875855411746,0.513015591750306,-17,271,211,45.4851622342144,11046.177923865,57.6998625949258,63.896283,-145.77832
"DEJU_047","DEJU",47,1.921,NA,NA,-1.57962877700569,0.856,1.85068143272245,4.679,0.735549322504971,0.620315305773567,-16,272,211,45.4851622342144,11046.6295662374,54.7971246334024,63.88224,-145.739248
"DELA_001","DELA",52,2.481,8,1.34,-1.96625561543301,-0.47,1.53594303103237,15.767,0.951258679605153,0.966685659127651,184,1049,-34.6666666666667,26.0033836986803,6976.53818245963,22.03699884156,32.53179,-87.806963
"DELA_002","DELA",41,2.537,9,1.694,-2.00011250759454,-0.434,1.53788764266889,16.96,0.920222722885375,0.995284233702655,184,1050,-35,26.0033836986803,6976.53818245963,22.03699884156,32.532325,-87.817404
"DELA_003","DELA",51,2.44,10,1.952,-1.90063606281577,-0.295,1.72700042513173,17.269,0.952127904707466,0.917799668513654,184,1050,-35,26.0033836986803,6978.45968854645,22.03699884156,32.534942,-87.815024
"DELA_004","DELA",57,2.806,10,1.951,-2.00097804179177,-0.632,1.75399926516091,19.174,0.934252962387936,0.992454117528938,184,1050,-35,26.0033836986803,6975.57758637073,22.03699884156,32.531064,-87.813121
"DELA_005","DELA",43,2.151,6,1.326,-2.00356656558331,-0.491,1.69302276332297,14.976,0.874000001460511,0.997167083295687,184,1050,-35,26.0033836986803,6973.65670867924,22.03699884156,32.523355,-87.814626
"DELA_006","DELA",59,3.225,11,2.102,-2.00356656558331,0.459,1.79994858823879,15.411,0.930560084150991,0.996226050568607,184,1050,-34,26.0033836986803,6977.49888322339,22.03699884156,32.533913,-87.803842
"DELA_008","DELA",35,1.283,9,2.101,-1.82202275645823,0.664,2.03969710374286,8.309,0.917360583763469,0.893961738791026,184,1050,-35,26.0033836986803,6978.45968854645,22.03699884156,32.538882,-87.814144
"DELA_009","DELA",36,2.277,9,1.982,-1.99401632094121,-0.915,1.63029810950134,23.381,0.916402759611478,0.988669892252847,184,1050,-35,26.0033836986803,6980.38161240755,22.03699884156,32.534101,-87.816942
"DELA_011","DELA",32,2.137,5,1.049,-2.00011250759454,-0.488,1.35796906532232,18.383,0.854069832186886,0.996226050568607,184,1050,-35,26.0033836986803,6974.61709507215,22.03699884156,32.520324,-87.817128
"DELA_012","DELA",44,2.334,8,1.333,-2.00528549315751,-0.696,1.793962355913,16.14,0.936085344082365,0.997167083295687,184,1050,-35,26.0033836986803,6975.57758637073,22.03699884156,32.531168,-87.816626
"DELA_013","DELA",46,2.887,9,1.932,-2.00442670632081,-0.689,1.74199999532968,23.12,0.94951225952239,0.996226050568607,184,1050,-35,26.0033836986803,6980.38161240755,22.03699884156,32.540611,-87.817309
"DELA_014","DELA",48,2.578,5,1.431,-2.00184223107286,-1.325,1.40379878497332,22.807,0.877999671875329,0.996226050568607,184,1050,-35,26.0033836986803,6976.53818245963,22.03699884156,32.530629,-87.819372
"DELA_015","DELA",49,2.696,8,1.644,-1.9625867559819,-0.66,1.5966686829105,15.476,0.936085344082365,0.963791657198168,184,1050,-35,26.0033836986803,6975.57758637073,22.03699884156,32.52874,-87.813389
"DELA_016","DELA",52,2.922,8,1.718,-1.98341542203667,-2.172,1.61642720803183,20.456,0.855060180709725,0.977246121009773,184,1050,-34,26.0033836986803,6977.49888322339,22.03699884156,32.535814,-87.808008
"DELA_017","DELA",71,2.65,11,2.073,-1.99138375715328,0.017,1.78198207343096,18.85,0.96812702348065,0.992454117528938,184,1049,-35,26.0033836986803,6976.53818245963,22.03699884156,32.53257,-87.806696
"DELA_018","DELA",71,3.368,13,2.132,-1.99138375715328,0.042,1.88922235515707,16.64,0.968941531803904,0.984873636402857,184,1049,-34,26.0033836986803,6977.49888322339,23.0284689574694,32.540987,-87.799108
"DELA_020","DELA",58,2.601,7,1.354,-2.00442670632081,-0.714,1.75999795176395,21.859,0.922121053157158,0.996226050568607,184,1050,-34,26.0033836986803,6977.49888322339,22.03699884156,32.538834,-87.801338
"DELA_021","DELA",46,2.511,7,1.744,-1.88189227169113,0.036,1.96049530554623,10.107,0.962347870799081,0.958955723320137,184,1050,-35,26.0033836986803,6976.53818245963,22.03699884156,32.526812,-87.819123
"DELA_022","DELA",42,2.359,15,2.411,-2.00528549315751,0.511,1.87739250473127,15.913,0.955578004920914,0.995284233702655,184,1050,-35,26.0033836986803,6978.45968854645,22.03699884156,32.541156,-87.816365
"DELA_023","DELA",53,2.864,10,2.134,-2.00785370969118,0.248,1.79895108304112,16.166,0.958984810650368,0.997167083295687,184,1050,-35,26.0033836986803,6978.45968854645,22.03699884156,32.541444,-87.812539
"DELA_025","DELA",57,2.698,NA,NA,-2.00442670632081,-1.716,1.58681733263185,22.012,0.874000001460511,0.995284233702655,184,1050,-35,26.0033836986803,6978.45968854645,22.03699884156,32.535528,-87.809901
"DELA_026","DELA",59,2.35,NA,NA,-1.99401632094121,-1.172,1.64221058414034,21.48,0.89592098250428,0.993398263224452,184,1050,-35,26.0033836986803,6978.45968854645,22.03699884156,32.534432,-87.8112
"DELA_027","DELA",66,2.364,NA,NA,-1.99401632094121,-1.151,1.73600000805846,21.04,0.906729411323008,0.987721945752985,184,1050,-35,26.0033836986803,6978.45968854645,22.03699884156,32.538459,-87.809949
"DELA_028","DELA",51,2.106,NA,NA,-1.99924563088754,-1.624,1.69901501135555,21.734,0.885987923983403,0.995284233702655,184,1050,-35,26.0033836986803,6978.45968854645,22.03699884156,32.535497,-87.811463
"DELA_029","DELA",58,2.856,NA,NA,-2.00528549315751,-0.514,1.78897175112648,18.893,0.941524275485694,0.997167083295687,184,1050,-35,26.0033836986803,6975.57758637073,22.03699884156,32.529808,-87.810523
"DELA_030","DELA",41,1.985,NA,NA,-2.00442670632081,-0.726,1.71200466423428,18.714,0.90575336664398,0.996226050568607,184,1050,-35,26.0033836986803,6975.57758637073,22.03699884156,32.533085,-87.810205
"DELA_037","DELA",54,2.515,NA,NA,-2.00270507309595,0.51,1.89709310879778,14.723,0.94951225952239,0.996226050568607,184,1050,-34,26.0033836986803,6977.49888322339,22.03699884156,32.539627,-87.801968
"DELA_038","DELA",66,3.396,NA,NA,-1.9625867559819,1.056,2.03875652503769,9.28,0.924011288183341,0.975332154798617,184,1050,-34,26.0033836986803,6981.34273071386,22.03699884156,32.54229,-87.806804
"DELA_040","DELA",77,2.49,NA,NA,-2.00356656558331,-0.979,1.57011711747212,20.933,0.913518418304997,0.996226050568607,184,1050,-34,26.0033836986803,6977.49888322339,22.03699884156,32.538802,-87.804522
"DELA_060","DELA",77,2.904,NA,NA,-1.97984040386071,-0.231,1.78198207343096,13.406,0.930560084150991,0.974374133413805,184,1050,-35,26.0033836986803,6974.61709507215,22.03699884156,32.520017,-87.820352
"DELA_061","DELA",52,2.179,NA,NA,-1.97353545400931,1.075,1.83777985314149,10.172,0.872000136636475,0.972456037166237,184,1050,-35,26.0033836986803,6976.53818245963,22.03699884156,32.530083,-87.816916
"DELA_062","DELA",63,2.199,NA,NA,-1.98962213561846,-0.851,1.52236055950244,19.026,0.924953296694098,0.994341636607249,184,1050,-35,26.0033836986803,6978.45968854645,22.03699884156,32.536853,-87.814117
"DELA_063","DELA",73,2.683,NA,NA,-1.99401632094121,0.034,1.68902918522796,19.49,0.958137194820415,0.992454117528938,184,1050,-35,26.0033836986803,6978.45968854645,22.03699884156,32.540635,-87.813161
"DSNY_010","DSNY",55,2.069,1,0,-1.37393925946226,0.071,1.40750773251836,13.278,0.636548472710132,0.40370363905266,219,1020,-103,34.7986377663944,4843.67274535204,50.8911271725982,28.118596,-81.433405
"DSNY_011","DSNY",34,0.879,1,0,-1.9625867559819,0.117,1.78997001415138,9.712,0.90477589122366,0.957017058209602,220,1023,-105,34.7986377663944,4818.72968412272,51.8711318976614,28.070798,-81.383974
"DSNY_012","DSNY",62,2.709,2,0.562,-1.38141894291631,-0.045,1.67506093274473,9.231,0.649729553429569,0.382774059411011,219,1019,-104,34.7986377663944,4831.44941732851,50.8911271725982,28.102984,-81.406399
"DSNY_022","DSNY",47,1.744,NA,NA,-1.37393925946226,-0.475,1.41215249967987,11.635,0.627948176032083,0.37320144701931,219,1024,-104,34.7986377663944,4825.35854031591,51.8711318976614,28.083234,-81.39226
"GRSM_001","GRSM",73,2.469,10,2.129,-1.97624509322859,-0.297,1.5848494523032,22.59,0.960671832417817,0.990563525261335,135,995,14,20.2536812129664,7419.47549014854,16.1247053652256,35.684589,-83.532102
"GRSM_002","GRSM",24,1.173,9,1.802,-1.97804526878079,0.147,1.74799984705324,15.776,0.932411149830356,0.979157288068742,123,1001,25,16.8002089386682,7343.0343033342,19.072309930693,35.670427,-83.587378
"GRSM_003","GRSM",46,0.356,7,1.709,-1.9966369707491,-1.229,1.68204313443608,23.913,0.911586811995017,0.995284233702655,117,997,33.3333333333333,15.9945301945935,7300.48096620871,22.03699884156,35.676582,-83.476212
"GRSM_004","GRSM",49,2.171,8,1.482,-1.95053472845594,-0.046,1.46289916772272,17.927,0.932411149830356,0.988669892252847,138,997,11,20.2536812129664,7440.36930254276,15.146504841854,35.68849,-83.538396
"GRSM_005","GRSM",36,1.073,8,1.24,-1.95519286660446,-1.705,1.51655593567197,24.993,0.899868468767292,0.982018711532696,117,993,30,15.9945301945935,7297.51615836133,16.1247053652256,35.681406,-83.397816
"GRSM_006","GRSM",67,2.885,11,1.96,-2.00270507309595,-0.163,1.71700254079065,19.069,0.958984810650368,0.994341636607249,134,999,15,19.3567559197581,7417.48654642141,21.0470680067536,35.679075,-83.643672
"GRSM_007","GRSM",50,2.59,10,1.672,-1.99924563088754,-0.287,1.73900000000463,20.338,0.961511227072153,0.992454117528938,129,994,19,18.4817037415452,7381.71571801747,18.0877210999636,35.685038,-83.513524
"GRSM_008","GRSM",68,2.29,7,1.269,-1.98519524280009,-1.161,1.64916844051554,26.686,0.911586811995017,0.975332154798617,117,997,30,15.9945301945935,7300.48096620871,22.03699884156,35.679121,-83.482275
"GRSM_009","GRSM",57,2.575,7,1.506,-1.98962213561846,-2.049,1.53983329315552,28.25,0.866005080427758,0.994341636607249,115,999,32,15.2123292941011,7283.68769375599,22.03699884156,35.670878,-83.48998
"GRSM_010","GRSM",96,3.096,9,1.831,-1.98341542203667,-1.613,1.55055254934562,32.648,0.891957345110106,0.995284233702655,133,997,15.3333333333333,19.3567559197581,7405.5564827031,16.1247053652256,35.667723,-83.527185
"GRSM_011","GRSM",67,2.56,14,2.309,-1.97714580895855,-1.384,1.51655593567197,28.914,0.907703985825274,0.993398263224452,113,994,33,15.2123292941011,7272.83110263612,15.146504841854,35.687348,-83.410274
"GRSM_012","GRSM",59,2.535,12,2.254,-2.00097804179177,-1.215,1.67406381662435,26.429,0.915443101362593,0.997167083295687,111,1002,36,13.7175013748016,7256.06816443988,22.03699884156,35.670778,-83.481653
"GRSM_013","GRSM",42,1.87,12,1.914,-2.00270507309595,-0.335,1.55836710508128,18.369,0.959829691805556,0.995284233702655,132,998,17,18.4817037415452,7400.58748571734,22.03699884156,35.685003,-83.636262
"GRSM_014","GRSM",72,2.466,8,1.344,-1.97804526878079,-1.631,1.53108610363798,31.314,0.883993210988046,0.993398263224452,132,999,17,19.3567559197581,7391.64613789875,16.1247053652256,35.665321,-83.523578
"GRSM_015","GRSM",77,2.319,14,2.384,-1.96534018625519,-0.341,1.49344147688394,19.97,0.954719518402747,0.995284233702655,138,983,13.5,22.1081233622121,7435.3929828363,16.1247053652256,35.729087,-83.408065
"GRSM_016","GRSM",21,1.55,5,1.117,-1.9922625972937,0.173,1.80991883988384,12.923,0.95038679427373,0.990563525261335,67,906,74,6.45633944731515,6979.42059831311,17.105148156232,35.593016,-83.474652
"GRSM_017","GRSM",73,2.322,11,2.072,-1.98519524280009,-0.296,1.73600000805846,18.027,0.958137194820415,0.987721945752985,135,999,14,20.2536812129664,7419.47549014854,17.105148156232,35.669925,-83.522396
"GRSM_018","GRSM",33,1.324,10,1.906,-2.00011250759454,-0.413,1.67605813688024,22.854,0.939721153655201,0.995284233702655,119,981,28,17.6293491289296,7311.35654834093,20.0587983260573,35.704934,-83.344121
"GRSM_019","GRSM",30,1.297,11,1.886,-2.00184223107286,-0.675,1.73800000047345,19.48,0.93790812713903,0.995284233702655,134,999,15,19.3567559197581,7417.48654642141,21.0470680067536,35.678734,-83.642356
"GRSM_020","GRSM",98,2.948,NA,NA,-1.98163046553044,-0.064,1.68503671198738,22.05,0.957286850644655,0.982971081049618,127,983,21,19.3567559197581,7361.86941222236,20.0587983260573,35.703464,-83.361003
"GRSM_021","GRSM",58,1.966,NA,NA,-1.96534018625519,-1.845,1.53691520645214,33.335,0.881996675550634,0.983922724116561,133,983,16,21.1713142401809,7404.56259428482,16.1247053652256,35.71969,-83.403287
"GRSM_022","GRSM",33,1.511,NA,NA,-1.99314011955866,-1.086,1.60160156734933,29.689,0.928699953131959,0.995284233702655,125,987,23,18.4817037415452,7346.00700065225,15.146504841854,35.685732,-83.39795
"GRSM_023","GRSM",46,2.412,NA,NA,-1.96990528876283,-0.701,1.42614317687085,26.722,0.92589319470939,0.995284233702655,126,1001,22,17.6293491289296,7354.9279631582,17.105148156232,35.651393,-83.5139
"GRSM_024","GRSM",24,1.636,NA,NA,-1.69233070358409,-0.218,1.65215224541589,12.324,0.910618501875751,0.819086260542187,131,984,18,20.2536812129664,7386.68033849648,16.1247053652256,35.707279,-83.387962
"GRSM_025","GRSM",17,1.399,3,1.043,-1.9966369707491,0.469,1.8338054558419,10.188,0.932411149830356,0.995284233702655,66,900,75,6.45633944731515,6969.8162144668,18.0877210999636,35.58978,-83.475516
"GRSM_026","GRSM",36,1.535,NA,NA,-1.9966369707491,-0.269,1.7220011851368,16.694,0.94863508669357,0.992454117528938,133,998,16,19.3567559197581,7411.52073589926,20.0587983260573,35.683538,-83.644152
"GRSM_027","GRSM",26,1.899,NA,NA,-1.87494176514047,1.557,1.99607435865346,5.509,0.89592098250428,0.932595863060885,56,852,84,6.45633944731515,6908.60274088889,17.105148156232,35.561217,-83.495854
"GRSM_028","GRSM",13,0.992,NA,NA,-1.98608321804047,0.383,1.8417521102446,10.987,0.956433784920413,0.992454117528938,67,906,74,6.45633944731515,6979.42059831311,17.105148156232,35.593162,-83.468367
"GRSM_029","GRSM",8,0.824,NA,NA,-2.00785370969118,0.516,1.79496025697711,12.148,0.934252962387936,0.995284233702655,67,906,74,6.45633944731515,6979.42059831311,17.105148156232,35.592538,-83.471993
"GRSM_030","GRSM",13,0.829,NA,NA,-1.99837741414213,0.943,1.92257759957929,8.52,0.921172884956361,0.995284233702655,66,900,75,6.45633944731515,6969.8162144668,18.0877210999636,35.591133,-83.475234
"GRSM_055","GRSM",80,2.919,5,1.365,-1.94584910265052,-0.613,1.48099405134375,24.983,0.95038679427373,0.986773251471373,129,994,20,18.4817037415452,7377.7448834799,20.0587983260573,35.685523,-83.502232
"GRSM_058","GRSM",85,2.544,9,2.062,-1.9625867559819,-0.94,1.50883231964236,28.674,0.922121053157158,0.992454117528938,131,996,18,19.3567559197581,7392.6394375423,19.072309930693,35.691954,-83.505443
"GRSM_059","GRSM",32,1.856,NA,NA,-1.8868436803325,-0.263,1.64519175760711,12.612,0.956433784920413,0.949238908105617,129,994,20,18.4817037415452,7377.7448834799,20.0587983260573,35.686509,-83.506609
